objID,ra,dec,zs,type,u,g,r,i,z,u_r,q_r,petroR90_r,clean
1237655742409868295,228.61753,4.3725670999999995,0.5832774000000001,3,21.67432,21.67432,21.67432,21.67432,21.67432,0.07262241,-0.1652568,4.0997449999999995,1
1237655742409868262,228.60142000000002,4.3842254,0.5824912,3,23.41349,23.41349,23.41349,23.41349,23.41349,-0.04437271,0.00753157,4.661421,1
1237655742409474798,227.63231000000002,4.399202900000001,0.4736694,3,23.85015,23.85015,23.85015,23.85015,23.85015,0.1625894,0.01388192,3.426946,1
1237655742409409218,227.62212000000002,4.4502233,0.5149387,3,24.6763,24.6763,24.6763,24.6763,24.6763,0.06889846,0.0030556159999999997,3.943459,1
1237655744019824788,227.1643,5.6962364,0.03415769,3,18.221220000000002,18.221220000000002,18.221220000000002,18.221220000000002,18.221220000000002,0.04139085,0.26296729999999996,8.925441000000001,1
1237655744019890380,227.34727999999998,5.7274288,0.08290508,3,18.99685,18.99685,18.99685,18.99685,18.99685,0.1445646,-0.08959376,6.361738,1
1237655744019955763,227.49641,5.6584337,0.1715494,3,20.2474,20.2474,20.2474,20.2474,20.2474,-0.02913132,-0.01470895,6.299805,1
1237655744019955930,227.49196,5.723236,0.09573819,3,18.83833,18.83833,18.83833,18.83833,18.83833,0.08313489,0.05524866,7.720757000000001,1
1237655744019955951,227.49978,5.678734599999999,0.07328403,3,19.317220000000002,19.317220000000002,19.317220000000002,19.317220000000002,19.317220000000002,0.1192366,0.06206333,4.906468,1
1237655744019956045,227.57228999999998,5.701185400000001,0.07807126,3,19.12461,19.12461,19.12461,19.12461,19.12461,0.04632711,-0.2486801,7.306661,1
1237655744019956099,227.46319,5.655565599999999,0.32241559999999997,3,23.11904,23.11904,23.11904,23.11904,23.11904,-0.09272429,0.01530294,9.257372,1
1237655744020021540,227.64625,5.6568501,0.08133648,3,18.90555,18.90555,18.90555,18.90555,18.90555,-0.03063526,0.004606303,6.179543,1
1237655744020021583,227.66165,5.6744155,0.08278859,3,17.598370000000003,17.598370000000003,17.598370000000003,17.598370000000003,17.598370000000003,0.1784057,-0.08379073,6.012072,1
1237655744020086978,227.7449,5.691880599999999,0.07261057,3,19.51594,19.51594,19.51594,19.51594,19.51594,-0.02402908,-0.004581152,4.088947,1
1237655744020086993,227.75361,5.661344799999999,0.08121809,3,18.93127,18.93127,18.93127,18.93127,18.93127,-0.154838,-0.1021672,7.121237,1
1237655744020087027,227.77433,5.6450543,0.07333274,3,20.4306,20.4306,20.4306,20.4306,20.4306,-0.01795739,-0.008251191,3.939367,1
1237655744021004508,229.8872,5.408716,0.0639507,3,18.41861,18.41861,18.41861,18.41861,18.41861,-0.006513015,-0.003323455,6.130674,1
1237655744021004550,229.93332999999998,5.433491200000001,0.10044550000000001,3,19.82406,19.82406,19.82406,19.82406,19.82406,0.1230674,-0.02391707,4.650323,1
1237655744556630151,227.03123,6.121936799999999,0.07748936,3,20.18575,20.18575,20.18575,20.18575,20.18575,0.1152942,-0.123675,4.227348999999999,1
